iter	Passed	Remaining
259	1403	1295
260	1410	1291
261	1418	1288
262	1425	1284
263	1431	1279
264	1435	1273
265	1442	1269
266	1447	1263
267	1454	1258
268	1458	1252
269	1465	1248
270	1470	1242
271	1476	1237
272	1481	1231
273	1485	1225
274	1491	1220
275	1495	1213
276	1501	1208
277	1505	1201
278	1510	1196
279	1514	1190
280	1520	1185
281	1524	1178
282	1530	1173
283	1534	1167
284	1541	1162
285	1544	1156
286	1550	1150
287	1554	1144
288	1560	1139
289	1564	1132
290	1570	1127
291	1574	1121
292	1580	1116
293	1585	1111
294	1590	1104
295	1595	1099
296	1600	1094
297	1605	1088
298	1611	1083
299	1615	1076
300	1621	1071
301	1626	1066
302	1632	1061
303	1636	1054
304	1642	1050
305	1646	1044
306	1652	1039
307	1658	1033
308	1663	1028
309	1667	1022
310	1673	1017
311	1677	1010
312	1683	1005
313	1689	1000
314	1694	995
315	1698	988
316	1704	983
317	1708	977
318	1713	972
319	1719	967
320	1722	960
321	1728	955
322	1734	950
323	1739	944
324	1744	939
325	1747	932
326	1753	927
327	1757	921
328	1763	916
329	1767	910
330	1773	905
331	1778	900
332	1782	893
333	1788	888
334	1792	882
335	1798	877
336	1803	872
337	1808	866
338	1812	860
339	1819	856
340	1822	849
341	1828	844
342	1832	838
343	1838	833
344	1844	828
345	1850	823
346	1855	817
347	1861	813
348	1868	808
349	1872	802
350	1878	797
351	1882	791
352	1888	786
353	1894	781
354	1911	780
355	1916	775
356	1921	769
357	1924	763
358	1930	758
359	1935	752
360	1941	747
361	1945	741
362	1952	736
363	1956	731
364	1963	726
365	1967	720
366	1973	715
367	1978	709
368	1985	704
369	1991	699
370	1996	694
371	2002	688
372	2005	683
373	2012	677
374	2016	672
375	2021	666
376	2025	660
377	2031	655
378	2035	649
379	2041	644
380	2046	639
381	2050	633
382	2056	628
383	2062	622
384	2067	617
385	2071	611
386	2077	606
387	2081	600
388	2088	595
389	2094	590
390	2099	585
391	2103	579
392	2109	574
393	2115	569
394	2120	563
395	2124	557
396	2130	552
397	2135	547
398	2139	541
399	2145	536
400	2149	530
401	2155	525
402	2160	520
403	2165	514
404	2171	509
405	2176	503
406	2183	498
407	2200	496
408	2208	491
409	2213	485
410	2221	481
411	2228	475
412	2235	470
413	2242	465
414	2248	460
415	2254	455
416	2261	450
417	2267	444
418	2284	441
419	2289	436
420	2295	430
421	2300	425
422	2308	420
423	2314	414
424	2319	409
425	2326	404
426	2332	398
427	2336	393
428	2342	387
429	2348	382
430	2352	376
431	2358	371
432	2361	365
433	2367	360
434	2373	354
435	2378	349
436	2382	343
437	2388	338
438	2393	332
439	2398	327
440	2404	321
441	2408	316
442	2414	310
443	2418	305
444	2424	299
445	2429	294
446	2434	288
447	2440	283
448	2444	277
449	2450	272
450	2455	266
451	2459	261
452	2464	255
453	2470	250
454	2474	244
455	2480	239
456	2484	233
457	2490	228
458	2494	222
459	2500	217
460	2504	211
461	2510	206
462	2514	200
463	2520	195
464	2525	190
465	2529	184
466	2535	179
467	2539	173
468	2545	168
469	2550	162
470	2554	157
471	2560	151
472	2564	146
473	2571	141
474	2575	135
475	2582	130
476	2588	124
477	2591	119
478	2597	113
479	2603	108
480	2608	103
481	2614	97
482	2619	92
483	2623	86
484	2629	81
485	2634	75
486	2638	70
487	2644	65
488	2649	59
489	2654	54
490	2658	48
491	2664	43
492	2670	37
493	2675	32
494	2679	27
495	2685	21
496	2689	16
497	2695	10
498	2699	5
499	2705	0
