iter	RMSE
290	4117.916375
291	4104.881108
292	4092.446513
293	4085.254416
294	4076.443192
295	4064.578398
296	4055.675154
297	4044.745989
298	4034.539725
299	4022.178266
300	4012.351513
301	4005.96085
302	3993.46519
303	3984.706209
304	3978.45172
305	3958.396677
306	3950.630702
307	3931.697344
308	3922.314297
309	3909.913942
310	3897.762489
311	3888.440248
312	3875.395702
313	3865.309277
314	3861.817452
315	3847.290169
316	3827.774957
317	3817.863937
318	3803.91322
319	3788.00373
320	3776.826193
321	3757.835306
322	3741.231077
323	3731.761589
324	3721.587852
325	3713.059187
326	3708.035992
327	3693.672992
328	3680.755233
329	3668.033773
330	3660.850706
331	3646.695215
332	3639.535375
333	3631.357502
334	3626.538542
335	3617.199409
336	3602.914343
337	3582.238175
338	3571.032864
339	3550.000144
340	3540.823976
341	3527.722718
342	3516.375152
343	3506.602917
344	3490.554211
345	3483.014913
346	3478.171961
347	3471.730186
348	3465.693402
349	3446.219647
350	3434.497132
351	3431.847759
352	3418.61845
353	3407.238198
354	3396.920365
355	3388.438
356	3377.834755
357	3367.008234
358	3359.478052
359	3351.521629
360	3343.68377
361	3332.557743
362	3322.19522
363	3314.122684
364	3302.210906
365	3293.812369
366	3287.841762
367	3279.301671
368	3268.55542
369	3262.031613
370	3255.196609
371	3243.970702
372	3233.128712
373	3226.714998
374	3211.969021
375	3201.172124
376	3189.234811
377	3174.991958
378	3168.746471
379	3160.545984
380	3150.902225
381	3139.500721
382	3134.260744
383	3121.637303
384	3116.074812
385	3105.590045
386	3095.965632
387	3087.347681
388	3079.059961
389	3072.171297
390	3063.512138
391	3051.506204
392	3042.289612
393	3035.502431
394	3019.258209
395	3012.86729
396	3008.843665
397	3000.574986
398	2993.056361
399	2981.157357
400	2973.606247
401	2968.287521
402	2958.950283
403	2951.73255
404	2944.163815
405	2938.005595
406	2931.74739
407	2923.341612
408	2918.518309
409	2906.906333
410	2903.742021
411	2897.622577
412	2889.810211
413	2884.968801
414	2878.268933
415	2870.183645
416	2863.389986
417	2858.220409
418	2852.3036
419	2847.458938
420	2838.45478
421	2827.172674
422	2819.83175
423	2810.603182
424	2802.271806
425	2796.849201
426	2788.984164
427	2782.633962
428	2767.560515
429	2763.032928
430	2758.079839
431	2748.232623
432	2733.86037
433	2727.977318
434	2720.319442
435	2714.199719
436	2702.621079
437	2698.860765
438	2695.261984
439	2689.428862
440	2678.561612
441	2672.287691
442	2668.609535
443	2661.178415
444	2653.168189
445	2644.881081
446	2640.141073
447	2633.077313
448	2629.451738
449	2622.115796
450	2613.811379
451	2604.488534
452	2596.428743
453	2592.303529
454	2584.216214
455	2578.411805
456	2575.96752
457	2572.569258
458	2568.517846
459	2563.298009
460	2560.364749
461	2556.845271
462	2550.297612
463	2544.292373
464	2535.801105
465	2534.407138
466	2528.202211
467	2524.21793
468	2521.494297
469	2516.581968
470	2506.285418
471	2503.311743
472	2494.808145
473	2491.813203
474	2487.409516
475	2482.852364
476	2478.236699
477	2467.955511
478	2461.288159
479	2458.718416
480	2454.839284
481	2448.247332
482	2442.268659
483	2435.436554
484	2425.38161
485	2420.073016
486	2409.024246
487	2403.649102
488	2400.038521
489	2393.480749
490	2387.006821
491	2383.19219
492	2375.564858
493	2369.373225
494	2365.40802
495	2358.354477
496	2353.93101
497	2344.23796
498	2340.604312
499	2331.455778
