Model,RMSE,MAE,MAPE,R²,Directional Accuracy
7d - Train,425.57405111465107,297.0710568707358,18.338686831094094,0.9995177079157495,82.40248226950354
7d - Test,6347.513409076285,4059.9464190230046,421.26150408481965,0.7152316733239938,56.14973262032086
14d - Train,460.17952455332215,308.3176026371882,8.085787168449905,0.9998412569204999,81.91489361702128
14d - Test,10442.796585428681,6914.936669693719,68.19654604331056,0.7495421496148836,47.593582887700535
30d - Train,509.9410828994352,352.43010052618416,1.4699398130357206,0.9999499017396292,86.96808510638297
30d - Test,14148.660902816366,9006.996956788738,25.614376533395344,0.8788496305749395,70.05347593582889
